Marca,Modelo,Detalle Modelo,Tracción,Transmisión,Combustible,Cilindrada,Carrocería,Código Informe Técnico,Fecha de Homologación,Categoría del Vehículo,Empresa que realizó la Homologación,Norma,CO2 g/km,Rendimiento km/l Ciudad,Rendimiento km/l Carretera,Rendimiento km/l Mixto
Hyundai,Tucson LM FL,"Tucson LM FL 2,0 Lts. CRDi DOHC Station Wagon 5P. T/M 2WD Motor Diesel",4x2,M,Diesel,2,Station Wagon,HY4862E50912S03-3,,LPD,Automotores Gildemeister S.A.,EURO V,"149,00","14,70","19,60","17,50"
Hyundai,Tucson TL,"Tucson TL 2,0 Lts. Station Wagon 5P. T/A 4x4 Otto",4x4,A,Gasolina,2,Station Wagon,HY6238E50615S00-0,7/28/15,LPO,Automotores Gildemeister S.A.,EURO V,"200,00","8,60","14,50","11,60"
Hyundai,Tucson TL,"Tucson TL 2,0 Lts. Station Wagon 5P. T/A 4x2 Otto",4x2,A,Gasolina,2,Station Wagon,HY6238E50615S01-4,,LPO,Automotores Gildemeister S.A.,EURO V,"189,00","8,80","15,90","12,30"
Hyundai,Tucson TL,"Tucson TL 2,0 Station Wagon 5P. T/M 4x4 Otto",4x4,M,Gasolina,2,Station Wagon,HY6237E50615S00-5,7/28/15,LPO,Automotores Gildemeister S.A.,EURO V,"193,00","9,10","14,90","12,10"
Hyundai,Tucson TL,"Tucson TL 2,0 Lts. Station Wagon 5P. T/M 4x2 Otto",4x2,M,Gasolina,2,Station Wagon,HY6237E50615S01-9,,LPO,Automotores Gildemeister S.A.,EURO V,"186,00","9,20","15,70","12,50"
Hyundai,Tucson TL,"Tucson TL 2,0 Lts. CRDI Station Wagon 5P. T/A 4WD Diésel",4WD,A,Diesel,2,Station Wagon,HY6326E50815S00-7,8/28/15,LPD,Automotores Gildemeister S.A.,EURO V,"169,00","12,20","18,50","15,60"
Hyundai,Tucson TL,"Tucson TL 2,0 Lts. CRDI Station Wagon 5P. T/A 2WD Diésel",2WD,A,Diesel,2,Station Wagon,HY6326E50815S01-0,,LPD,Automotores Gildemeister S.A.,EURO V,"159,00","12,70","19,60","16,40"
Hyundai,Veloster FS,"Veloster FS 1,6 Lts. DOHC Hatch Back 4P. T/A Motor Otto",4x2,A,Gasolina,1.6,Hatch Back,HY5750E50514S00-1,7/11/14,LPO,Automotores Gildemeister S.A.,EURO V,"165,00","10,80","17,70","14,40"
Hyundai,Veloster FS,"Veloster FS 1,6 Lts. DOHC Hatch Back 4P. T/M Motor Otto",4x2,M,Gasolina,1.6,Hatch Back,HY5719E50514S00-2,7/9/14,LPO,Automotores Gildemeister S.A.,EURO V,"153,00","12,30","18,40","15,60"
Hyundai,Tucson TL,"Tucson TL 2,0 Lts. CRDI Station Wagon 5P. T/M Diésel",2WD,M,Diesel,2,Station Wagon,HY6319E50815S00-9,8/26/15,LPD,Automotores Gildemeister S.A.,EURO V,"147,00","13,90","21,40","17,90"
Infiniti,G37 X,"G37 X 3,7 Lts. V6 DOHC Sedan 4P. T/A 4x4 Motor Otto",4x4,A,Gasolina,3.7,Sedan,NF4391E50914S00-2,9/23/11,LPO,ISKB Chile S.A.,EURO V,"258,00","6,30","12,50","9,20"
Infiniti,Q50,"Q50 3,7 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,3.7,Sedan,NF5435E51113S00-8,12/23/13,LPO,ISKB Chile S.A.,EURO V,"232,00","7,00","14,20","10,30"
Infiniti,Q50,"Q50 2,0T Lts. DOHC Sedan 4P. T/A (7 Velocidades) Motor Otto",4x2,A,Gasolina,2,Sedan,NF5633E50314S00-5,4/15/14,LPO,ISKB Chile S.A.,EURO V,"184,00","9,10","17,10","12,90"
Infiniti,Q50,"Q50 2,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,2,Sedan,NF5964E51014S00-6,12/3/14,LPO,ISKB Chile S.A.,EURO V,"183,00","9,30","16,90","13,00"
Infiniti,Q50 S Hybrid,"Q50 S Hybrid 3,5 Lts. DOHC Sedan 4P. T/A Vehículo Eléctrico Hibrido",CT,A,Eléctrico/Híbrido,3.5,Sedan,NF5419E51113S00-0,12/23/13,LPH,ISKB Chile S.A.,EURO V,"160,00","10,50","18,30","14,60"
Infiniti,Q60 C,"Q60 C 3,7 Lts. V6 DOHC Convertible 2P. T/A 4x4 Motor Otto",4x4,A,Gasolina,3.7,Cabriolet,NF4391E50914S01-6,,LPO,ISKB Chile S.A.,EURO V,"258,00","6,30","12,50","9,20"
Infiniti,Q60 C,"Q60 C 3,7 Lts. DOHC Convertible 2P. T/A Motor Otto",CT,A,Gasolina,3.7,Cabriolet,NF5590E50214S00-3,4/9/14,LPO,ISKB Chile S.A.,EURO V,"252,00","6,60","12,70","9,50"
Infiniti,Q60 S,"Q60 S 3,7 Lts. V6 DOHC Coupe 2P. T/A Motor Otto",4x2,A,Gasolina,3.7,Coupé,NF4390E50814S00-8,9/15/11,LPO,ISKB Chile S.A.,EURO V,"259,00","6,40","12,30","9,20"
Infiniti,Q60 S,"Q60 S 3,7 Lts. DOHC Coupe 2P. T/A Motor Otto",CT,A,Gasolina,3.7,Coupé,NF5591E50214S00-9,4/4/14,LPO,ISKB Chile S.A.,EURO V,"248,00","6,60","13,20","9,60"
Infiniti,Q70,"Q70 3,7 Lts. V6 DOHC Sedan 4P. T/A Motor Otto",4x4,A,Gasolina,3.7,Sedan,NF5977E51014S00-7,11/25/14,LPO,ISKB Chile S.A.,EURO V,"278,00","6,40","10,10","8,30"
Infiniti,QX50,"QX50 3,7 Lts. DOHC Station Wagon 5P. 4x4 T/A Motor Otto",4x4,A,Gasolina,3.7,Station Wagon,NF5801E50614S00-5,7/23/14,LPO,ISKB Chile S.A.,EURO V,"261,00","6,40","11,50","8,80"
Infiniti,QX50,"QX50 3,7 Lts. DOHC Station Wagon 5P. 4x4 T/A Motor Otto",4x4,A,Gasolina,3.7,Station Wagon,NF4516E50814S00-1,1/2/12,LPO,ISKB Chile S.A.,EURO V,"279,00","6,60","10,40","8,50"
Infiniti,QX70,"QX70 3,7 Lts. DOHC Station Wagon 5P. 4x4 T/A Motor Otto",4x4,A,Gasolina,3.7,Station Wagon,NF5805E50614S00-7,7/23/14,LPO,ISKB Chile S.A.,EURO V,"281,00","6,00","10,60","8,30"
Jac,J2,"J2 1,0 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1,Hatch Back,JC4486E50713S00-8,12/15/11,LPO,Sociedad Comercial de Vehículos S.A.,EURO V,"150,00","12,90","18,20","15,80"
Jac,J3 Turin VVT,"J3 Turin VVT 1,3 Lts. DOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,1.3,Sedan,JC3558E50114S00-2,8/10/10,LPO,Sociedad Comercial de Vehículos S.A.,EURO V,"177,00","11,20","15,20","13,50"
Jac,J3 VVT,"J3 VVT 1,3 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1.3,Hatch Back,JC3558E50114S01-6,,LPO,Sociedad Comercial de Vehículos S.A.,EURO V,"177,00","11,20","15,20","13,50"
Jac,J4,"J4 1,5 Lts. DOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,1.5,Sedan,JC5657E50414S00-3,5/5/14,LPO,Sociedad Comercial de Vehículos S.A.,EURO V,"164,00","11,70","16,90","14,50"
Jac,J5,"J5 2,0 Lts. DOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,2,Sedan,JC4885E50713S00-7,12/14/12,LPO,Sociedad Comercial de Vehículos S.A.,EURO V,"226,00","8,00","12,90","10,50"
Jac,J6 B-Cross,"J6 (B-Cross) 1,8 Lts. DOHC Station Wagon 5P. T/M Motor Otto",4x2,M,Gasolina,1.8,Station Wagon,JC3498E51013S00-5,7/5/10,LPO,Sociedad Comercial de Vehículos S.A.,EURO V,"209,00","8,90","13,60","11,40"
Jac,S3,"S3 1,5 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1.5,Hatch Back,JC6118E50215S00-8,3/9/15,LPO,Sociedad Comercial de Vehículos S.A.,EURO V,"163,00","11,40","17,30","14,50"
Jac,S5,"S5 2,0 Lts. Turbo DOHC Station Wagon 5P. T/M 4x2 Motor Otto",4x2,M,Gasolina,2,Station Wagon,JC5442E51113S00-4,12/24/13,LPO,Sociedad Comercial de Vehículos S.A.,EURO V,"232,00","7,60","13,00","10,30"
Jac,S5,"S5 2,0 Lts. DOHC Station Wagon 5P. T/M Motor Otto",4x2,M,Gasolina,2,Station Wagon,JC5970E51014S00-7,11/14/14,LPO,Sociedad Comercial de Vehículos S.A.,EURO V,"199,00","9,10","14,70","12,00"
Jaguar,F-Type,"F-Type 5,0 Lts. DOHC Coupe 2P. T/A Motor Otto",CT,A,Gasolina,5,Coupé,JG5813E50714S00-K,7/16/14,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"259,00","6,30","12,00","9,00"
Jaguar,F-Type S/C,"F-Type S/C 5,0 Lts. DOHC Cabriolet 2P. T/A Motor Otto",CT,A,Gasolina,5,Cabriolet,JG5249E50613S00-4,7/24/13,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"259,00","6,30","12,00","9,00"
Jaguar,F-Type S/C,"F-Type S/C 3,0 Lts. DOHC Cabriolet 2P. T/A Motor Otto",CT,A,Gasolina,3,Cabriolet,JG5250E50613S00-K,7/24/13,LPO,Comercializadora Ditec Automóviles S.A.,EURO V,"259,00","7,80","12,00","9,00"
